IDENTIFIERS,,,,,CORE TRAIT INFORMATION,,,,,,,,,,,,,,,,,,,,,DATA PROVENANCE,,,,,,,,,,,,,,
obsNum,primRef,primRef_URL,secRef,secRef_URL,taxa,life_stage,sex,n_indiv,no_groups,n_measurements_sampled,rate_name,rate_value,rate_min,rate_max,data_type,rate_unit,rate_error,rate_error_type,temp_C,body_length_mm,BM_wet,BM_dry,BM_C,weight_unit,weight_calc,depth_m,depth_min,depth_max,food_type,food_conc,food_conc_unit,method,treatment,locality,lat,lon,source,sourceNotes,verbatimComments,comments
77,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Gonozooid,Unknown,NA,NA,NA,ClearanceRate,2.18,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,6.43,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
78,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Gonozooid,Unknown,NA,NA,NA,ClearanceRate,2.18,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,5.532,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
79,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Gonozooid,Unknown,NA,NA,NA,ClearanceRate,1.86,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,5.437,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
80,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Gonozooid,Unknown,NA,NA,NA,ClearanceRate,2.12,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,3.83,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
81,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Gonozooid,Unknown,NA,NA,NA,ClearanceRate,1.67,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,4.634,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
82,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Gonozooid,Unknown,NA,NA,NA,ClearanceRate,1.28,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,4.586,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
83,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Gonozooid,Unknown,NA,NA,NA,ClearanceRate,0.794,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,4.728,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
84,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Gonozooid,Unknown,NA,NA,NA,ClearanceRate,0.905,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,7.045,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
85,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Gonozooid,Unknown,NA,NA,NA,ClearanceRate,1.38,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,3.877,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
86,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Gonozooid,Unknown,NA,NA,NA,ClearanceRate,0.657,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,3.924,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
87,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Gonozooid,Unknown,NA,NA,NA,ClearanceRate,0.544,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,3.688,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
88,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Gonozooid,Unknown,NA,NA,NA,ClearanceRate,0.831,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,2.6,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
89,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Gonozooid,Unknown,NA,NA,NA,ClearanceRate,0.465,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,2.08,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
90,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Gonozooid,Unknown,NA,NA,NA,ClearanceRate,0.585,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,1.56,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
91,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Gonozooid,Unknown,NA,NA,NA,ClearanceRate,5.3,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,5,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
92,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Oozooid,Unknown,NA,NA,NA,ClearanceRate,0.972,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,2.648,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
93,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Oozooid,Unknown,NA,NA,NA,ClearanceRate,0.666,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,2.128,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
94,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Oozooid,Unknown,NA,NA,NA,ClearanceRate,1.05,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,2.411,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
95,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Oozooid,Unknown,NA,NA,NA,ClearanceRate,1.2,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,1.608,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
96,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Oozooid,Unknown,NA,NA,NA,ClearanceRate,1.68,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,2.459,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
97,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Oozooid,Unknown,NA,NA,NA,ClearanceRate,1.33,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,3.735,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
98,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Oozooid,Unknown,NA,NA,NA,ClearanceRate,2.4,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,5.059,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
99,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Oozooid,Unknown,NA,NA,NA,ClearanceRate,3.33,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,6.241,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
100,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Oozooid,Unknown,NA,NA,NA,ClearanceRate,4.86,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,6.95,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
101,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Oozooid,Unknown,NA,NA,NA,ClearanceRate,4.98,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,7.139,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
102,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Oozooid,Unknown,NA,NA,NA,ClearanceRate,3.82,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,6.147,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
103,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Oozooid,Unknown,NA,NA,NA,ClearanceRate,6.02,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,6.052,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
104,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Oozooid,Unknown,NA,NA,NA,ClearanceRate,6.77,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,6.288,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
105,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Oozooid,Unknown,NA,NA,NA,ClearanceRate,14.6,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,11.11,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
106,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Oozooid,Unknown,NA,NA,NA,ClearanceRate,7.27,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,8.794,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
107,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Oozooid,Unknown,NA,NA,NA,ClearanceRate,6.47,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,8.936,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
108,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Oozooid,Unknown,NA,NA,NA,ClearanceRate,1.31,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,3.735,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
109,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Dolioletta gegenbauri,Oozooid,Unknown,NA,NA,NA,ClearanceRate,8.4,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,5,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
110,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Thalia democratica,Aggregate,Unknown,NA,NA,NA,ClearanceRate,0.422,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,2.648,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
111,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Thalia democratica,Aggregate,Unknown,NA,NA,NA,ClearanceRate,0.456,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,2.364,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
112,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Thalia democratica,Aggregate,Unknown,NA,NA,NA,ClearanceRate,1.53,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,6.667,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
113,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Thalia democratica,Aggregate,Unknown,NA,NA,NA,ClearanceRate,1.53,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,7.376,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
114,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Thalia democratica,Aggregate,Unknown,NA,NA,NA,ClearanceRate,1.33,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,6.525,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
115,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Thalia democratica,Aggregate,Unknown,NA,NA,NA,ClearanceRate,1.98,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,3.688,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
116,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Thalia democratica,Aggregate,Unknown,NA,NA,NA,ClearanceRate,1.86,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,2.364,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
117,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Thalia democratica,Aggregate,Unknown,NA,NA,NA,ClearanceRate,2.62,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,2.08,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
118,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Thalia democratica,Aggregate,Unknown,NA,NA,NA,ClearanceRate,2.43,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,2.553,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
119,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Thalia democratica,Aggregate,Unknown,NA,NA,NA,ClearanceRate,7.66,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,15.32,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
120,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Thalia democratica,Aggregate,Unknown,NA,NA,NA,ClearanceRate,7.32,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,14.99,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
121,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Thalia democratica,Aggregate,Unknown,NA,NA,NA,ClearanceRate,7.81,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,7.754,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
122,Deibel1982,https://doi.org/10.1093/plankt/4.2.189,Deibel2014a,https://doi.org/10.1594/PANGAEA.834761,Thalia democratica,Aggregate,Unknown,NA,NA,NA,ClearanceRate,6.34,NA,NA,Maximum,ml/ind/hr,NA,NA,19,NA,NA,NA,6.714,ug,NA,NA,NA,NA,Isochrysis galbana,16000,cells/ml,Bottle incubation,Feeding experiment,Georgia Shelf,31.03589,-79.86115,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv,Feeding experiment using cultures isolated off the coast of Georgia (USA); exact geograpical position is estimated,NA
