ref_no,assocTemperature,traitValue,traitName,traitUnit,scientificName,primaryReference,primaryReferenceDOI,secondaryReference,secondaryReferenceDOI,sizeAssocName,sizeAssocValue,sizeAssocUnit
Pata_28223,22,0.0047,excretionRateN,ug N-NH4+ h^-1,Temora turbinata,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0138,mg
Pata_28224,22,0.0052,excretionRateN,ug N-NH4+ h^-1,Temora turbinata,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.016,mg
Pata_28225,22,0.0059,excretionRateN,ug N-NH4+ h^-1,Temora turbinata,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0177,mg
Pata_28226,22,0.007,excretionRateN,ug N-NH4+ h^-1,Temora turbinata,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0199,mg
Pata_28227,22,0.0074,excretionRateN,ug N-NH4+ h^-1,Temora turbinata,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0212,mg
Pata_28228,17.3,0.13,excretionRateN,ug N-NH4+ h^-1,Thalia democratica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.04,mg
Pata_28229,17.3,0.21,excretionRateN,ug N-NH4+ h^-1,Thalia democratica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,3.01,mg
Pata_28230,27.4,0.29,excretionRateN,ug N-NH4+ h^-1,Thamneus rostratus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.1,mg
Pata_28231,27.4,0.7,excretionRateN,ug N-NH4+ h^-1,Thamneus rostratus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.78,mg
Pata_28232,-0.9,0.078,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.61,mg
Pata_28233,-0.9,0.085,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.61,mg
Pata_28234,-0.9,0.199,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.68,mg
Pata_28235,-0.9,0.142,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.86,mg
Pata_28236,-0.9,0.114,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.97,mg
Pata_28237,-0.9,0.117,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,3.3,mg
Pata_28238,-0.9,0.294,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,3.34,mg
Pata_28239,-0.9,0.286,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,3.85,mg
Pata_28240,-0.9,0.165,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,4.1,mg
Pata_28241,-0.9,0.132,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,4.41,mg
Pata_28242,-0.7,0.461,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,4.94,mg
Pata_28243,-0.7,0.426,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,5.45,mg
Pata_28244,-0.7,0.312,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,5.47,mg
Pata_28245,-0.7,1.004,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,6.76,mg
Pata_28246,-1,0.439,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,10.45,mg
Pata_28247,-1,0.715,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,12.48,mg
Pata_28248,-1,0.713,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,12.62,mg
Pata_28249,-1,0.654,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,12.93,mg
Pata_28250,-1,0.687,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,12.95,mg
Pata_28251,-1,0.679,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,13.48,mg
Pata_28252,-1,1.214,excretionRateN,ug N-NH4+ h^-1,Themisto gaudichaudii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,22.69,mg
Pata_28253,6.8,0.163,excretionRateN,ug N-NH4+ h^-1,Themisto japonica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.94,mg
Pata_28254,6.8,0.144,excretionRateN,ug N-NH4+ h^-1,Themisto japonica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.94,mg
Pata_28255,9,0.389,excretionRateN,ug N-NH4+ h^-1,Themisto japonica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,4.57,mg
Pata_28256,9,0.497,excretionRateN,ug N-NH4+ h^-1,Themisto japonica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,4.69,mg
Pata_28257,0,0.084,excretionRateN,ug N-NH4+ h^-1,Themisto libellula,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.95,mg
Pata_28258,-0.2,0.062,excretionRateN,ug N-NH4+ h^-1,Themisto libellula,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.43,mg
Pata_28259,-0.2,0.047,excretionRateN,ug N-NH4+ h^-1,Themisto libellula,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.44,mg
Pata_28260,-0.2,0.026,excretionRateN,ug N-NH4+ h^-1,Themisto libellula,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.56,mg
Pata_28261,0,0.02,excretionRateN,ug N-NH4+ h^-1,Themisto libellula,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.83,mg
Pata_28262,-0.2,0.065,excretionRateN,ug N-NH4+ h^-1,Themisto libellula,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.88,mg
Pata_28263,-0.2,0.054,excretionRateN,ug N-NH4+ h^-1,Themisto libellula,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.98,mg
Pata_28264,-0.2,0.056,excretionRateN,ug N-NH4+ h^-1,Themisto libellula,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,3.42,mg
Pata_28265,-0.2,0.041,excretionRateN,ug N-NH4+ h^-1,Themisto libellula,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,3.69,mg
Pata_28266,0,0.066,excretionRateN,ug N-NH4+ h^-1,Themisto libellula,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,3.94,mg
Pata_28267,-0.2,0.042,excretionRateN,ug N-NH4+ h^-1,Thysanoessa inermis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.98,mg
Pata_28268,-0.2,0.032,excretionRateN,ug N-NH4+ h^-1,Thysanoessa inermis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,3.11,mg
Pata_28269,-0.2,0.027,excretionRateN,ug N-NH4+ h^-1,Thysanoessa inermis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,3.23,mg
Pata_28270,-0.2,0.037,excretionRateN,ug N-NH4+ h^-1,Thysanoessa inermis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,3.24,mg
Pata_28271,0.7,0.08,excretionRateN,ug N-NH4+ h^-1,Thysanoessa inermis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,3.38,mg
Pata_28272,-0.2,0.061,excretionRateN,ug N-NH4+ h^-1,Thysanoessa inermis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,3.88,mg
Pata_28273,-0.2,0.024,excretionRateN,ug N-NH4+ h^-1,Thysanoessa inermis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,4.22,mg
Pata_28274,0.7,0.076,excretionRateN,ug N-NH4+ h^-1,Thysanoessa inermis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,4.68,mg
Pata_28275,0.7,0.135,excretionRateN,ug N-NH4+ h^-1,Thysanoessa inermis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,6.5,mg
Pata_28276,0.7,0.118,excretionRateN,ug N-NH4+ h^-1,Thysanoessa inermis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,6.72,mg
Pata_28277,-0.2,0.036,excretionRateN,ug N-NH4+ h^-1,Thysanoessa inermis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,9.29,mg
Pata_28278,1.9,0.452,excretionRateN,ug N-NH4+ h^-1,Thysanoessa inermis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,18.44,mg
Pata_28279,1.9,0.947,excretionRateN,ug N-NH4+ h^-1,Thysanoessa inermis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,29.47,mg
Pata_28280,1.9,0.615,excretionRateN,ug N-NH4+ h^-1,Thysanoessa inermis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,30.49,mg
Pata_28281,1.9,0.754,excretionRateN,ug N-NH4+ h^-1,Thysanoessa inermis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,36.52,mg
Pata_28282,1.9,0.788,excretionRateN,ug N-NH4+ h^-1,Thysanoessa inermis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,38.12,mg
Pata_28283,1.9,1.35,excretionRateN,ug N-NH4+ h^-1,Thysanoessa inermis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,40.93,mg
Pata_28284,1.9,0.885,excretionRateN,ug N-NH4+ h^-1,Thysanoessa inermis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,41.62,mg
Pata_28285,1.9,1.05,excretionRateN,ug N-NH4+ h^-1,Thysanoessa inermis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,42.63,mg
Pata_28286,7,0.011,excretionRateN,ug N-NH4+ h^-1,Thysanoessa longipes,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.419,mg
Pata_28287,12.2,0.861,excretionRateN,ug N-NH4+ h^-1,Thysanoessa longipes,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,9.45,mg
Pata_28288,6.8,0.23,excretionRateN,ug N-NH4+ h^-1,Thysanoessa longipes,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,14.95,mg
Pata_28289,-0.4,0.022,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.267,mg
Pata_28290,0,0.025,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.301,mg
Pata_28291,-0.4,0.021,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.319,mg
Pata_28292,-0.4,0.018,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.327,mg
Pata_28293,0,0.046,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.33,mg
Pata_28294,-1,0.0211,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.332,mg
Pata_28295,-0.4,0.024,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.373,mg
Pata_28296,-0.2,0.011,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.383,mg
Pata_28297,-1,0.0165,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.383,mg
Pata_28298,-1,0.0156,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.4,mg
Pata_28299,-1,0.0155,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.443,mg
Pata_28300,-1,0.0154,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.449,mg
Pata_28301,0,0.035,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.46,mg
Pata_28302,-1,0.0078,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.465,mg
Pata_28303,0,0.028,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.503,mg
Pata_28304,0,0.029,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.514,mg
Pata_28305,0,0.047,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.515,mg
Pata_28306,-1,0.0193,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.536,mg
Pata_28307,-1,0.0121,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.539,mg
Pata_28308,0,0.083,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.575,mg
Pata_28309,0,0.032,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.638,mg
Pata_28310,-0.2,0.026,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.756,mg
Pata_28311,-1.7,0.292,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,23.55,mg
Pata_28312,-1.7,0.145,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,25.96,mg
Pata_28313,-1.7,0.189,excretionRateN,ug N-NH4+ h^-1,Thysanoessa macrura,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,26.97,mg
Pata_28314,-0.9,0.71,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,4.98,mg
Pata_28315,-0.9,0.158,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,5.87,mg
Pata_28316,-1.3,0.147,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,6.61,mg
Pata_28317,-1,0.294,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,7.4,mg
Pata_28318,-0.9,0.683,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,7.71,mg
Pata_28319,-1,0.273,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,9.24,mg
Pata_28320,-1,0.292,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,9.35,mg
Pata_28321,-1,0.352,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,9.89,mg
Pata_28322,-1,0.332,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,10.36,mg
Pata_28323,-1,0.409,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,10.73,mg
Pata_28324,-0.9,0.151,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,11,mg
Pata_28325,-1,0.363,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,12.93,mg
Pata_28326,-1,0.463,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,14.73,mg
Pata_28327,-0.9,0.312,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,15.35,mg
Pata_28328,-0.8,2.91,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,71.63,mg
Pata_28329,-0.8,2.74,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,87,mg
Pata_28330,-0.8,1.91,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,97.08,mg
Pata_28331,-0.8,1.84,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,117.8,mg
Pata_28332,-0.8,4.25,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,125.6,mg
Pata_28333,-0.8,6.7,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,136.8,mg
Pata_28334,-0.8,3.49,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,165.07,mg
Pata_28335,-0.8,5.63,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,185.2,mg
Pata_28336,-0.8,6.63,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,190.2,mg
Pata_28337,-0.8,5.61,excretionRateN,ug N-NH4+ h^-1,Tomopteris carpenteri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,202.95,mg
Pata_28338,28.4,0.23,excretionRateN,ug N-NH4+ h^-1,Tomopteris,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.44,mg
Pata_28339,7,0.0053,excretionRateN,ug N-NH4+ h^-1,Tortanus (Boreotortanus) discaudatus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0449,mg
Pata_28340,7,0.01,excretionRateN,ug N-NH4+ h^-1,Tortanus (Boreotortanus) discaudatus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0689,mg
Pata_28341,29,0.0063,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0066,mg
Pata_28342,29,0.0088,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0098,mg
Pata_28343,29,0.0099,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0102,mg
Pata_28344,29,0.0042,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0105,mg
Pata_28345,29,0.0052,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0106,mg
Pata_28346,29,0.0025,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.011,mg
Pata_28347,29,0.0034,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0116,mg
Pata_28348,22,0.0067,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0135,mg
Pata_28349,22,0.0083,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0166,mg
Pata_28350,24,0.0089,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0181,mg
Pata_28351,22,0.0015,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0185,mg
Pata_28352,22,0.0074,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0189,mg
Pata_28353,26,0.0081,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0199,mg
Pata_28354,26,0.0069,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.022,mg
Pata_28355,22,0.006,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.024,mg
Pata_28356,26,0.0105,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0248,mg
Pata_28357,26,0.0148,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0273,mg
Pata_28358,24,0.0059,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0289,mg
Pata_28359,24,0.0075,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0302,mg
Pata_28360,24,0.0122,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0308,mg
Pata_28361,24,0.0078,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0318,mg
Pata_28362,22,0.0112,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0354,mg
Pata_28363,22,0.0135,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0366,mg
Pata_28364,22,0.0068,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0382,mg
Pata_28365,22,0.0194,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0398,mg
Pata_28366,22,0.0131,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0407,mg
Pata_28367,22,0.0296,excretionRateN,ug N-NH4+ h^-1,Tortanus (Tortanus) gracilis,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0417,mg
Pata_28368,27,0.1,excretionRateN,ug N-NH4+ h^-1,Undinula vulgaris,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.142,mg
Pata_28369,26.4,0.076,excretionRateN,ug N-NH4+ h^-1,Undinula vulgaris,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.143,mg
Pata_28370,26.4,0.072,excretionRateN,ug N-NH4+ h^-1,Undinula vulgaris,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.152,mg
Pata_28371,27.4,0.14,excretionRateN,ug N-NH4+ h^-1,Undinula vulgaris,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.164,mg
Pata_28372,27.8,0.104,excretionRateN,ug N-NH4+ h^-1,Undinula vulgaris,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.166,mg
Pata_28373,24,0.065,excretionRateN,ug N-NH4+ h^-1,Undinula vulgaris,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.167,mg
