ref_no,assocTemperature,traitValue,traitName,traitUnit,scientificName,primaryReference,primaryReferenceDOI,secondaryReference,secondaryReferenceDOI,sizeAssocName,sizeAssocValue,sizeAssocUnit
Pata_27480,22,0.0136,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0874,mg
Pata_27481,24,0.0225,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0908,mg
Pata_27482,27,0.0444,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.092,mg
Pata_27483,27,0.0518,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0927,mg
Pata_27484,27,0.0208,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0929,mg
Pata_27485,22,0.0244,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0956,mg
Pata_27486,27,0.0356,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0961,mg
Pata_27487,24,0.014,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0983,mg
Pata_27488,27,0.0274,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0984,mg
Pata_27489,22,0.0274,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.0988,mg
Pata_27490,22,0.0316,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1,mg
Pata_27491,24,0.0132,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1002,mg
Pata_27492,22,0.0302,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1005,mg
Pata_27493,22,0.0123,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1007,mg
Pata_27494,24,0.023,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1007,mg
Pata_27495,22,0.0305,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1017,mg
Pata_27496,27,0.0303,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1026,mg
Pata_27497,22,0.0333,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.103,mg
Pata_27498,27,0.0396,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1036,mg
Pata_27499,27,0.0329,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1053,mg
Pata_27500,22,0.0209,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1062,mg
Pata_27501,24,0.022,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1064,mg
Pata_27502,27,0.0393,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1072,mg
Pata_27503,22,0.0248,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1086,mg
Pata_27504,24,0.0286,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.109,mg
Pata_27505,24,0.021,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1135,mg
Pata_27506,27,0.0255,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1151,mg
Pata_27507,22,0.0145,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1154,mg
Pata_27508,22,0.0497,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1202,mg
Pata_27509,22,0.0096,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1208,mg
Pata_27510,22,0.0229,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1237,mg
Pata_27511,22,0.0486,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1242,mg
Pata_27512,22,0.0467,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1298,mg
Pata_27513,22,0.0082,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.141,mg
Pata_27514,22,0.0212,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1453,mg
Pata_27515,22,0.0203,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.1494,mg
Pata_27516,27.4,0.084,excretionRateN,ug N-NH4+ h^-1,Paraeuchaeta flava,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.174,mg
Pata_27517,24,0.057,excretionRateN,ug N-NH4+ h^-1,Euchaeta marina,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.268,mg
Pata_27518,24,0.067,excretionRateN,ug N-NH4+ h^-1,Euchaeta marina,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.286,mg
Pata_27519,24,0.063,excretionRateN,ug N-NH4+ h^-1,Euchaeta marina,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.323,mg
Pata_27520,22.4,3.8,excretionRateN,ug N-NH4+ h^-1,Clio cuspidata,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,30,mg
Pata_27521,-1.4,0.028,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.878,mg
Pata_27522,-1.6,0.023,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.03,mg
Pata_27523,-1.8,0.017,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.29,mg
Pata_27524,-1.8,0.029,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.37,mg
Pata_27525,-1.4,0.042,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,3.91,mg
Pata_27526,-0.7,0.12,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,3.94,mg
Pata_27527,-0.3,0.16,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,4.32,mg
Pata_27528,-1.5,0.08,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,4.42,mg
Pata_27529,-1,0.13,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,4.58,mg
Pata_27530,-1,0.22,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,4.59,mg
Pata_27531,-1.5,0.126,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,5,mg
Pata_27532,-0.3,0.18,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,5.16,mg
Pata_27533,-1.4,0.093,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,5.33,mg
Pata_27534,-0.3,0.17,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,5.42,mg
Pata_27535,-1.4,0.071,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,5.44,mg
Pata_27536,-0.3,0.14,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,5.47,mg
Pata_27537,-1,0.068,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,5.9,mg
Pata_27538,-0.3,0.21,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,6.04,mg
Pata_27539,-0.3,0.44,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,6.05,mg
Pata_27540,-1.5,0.11,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,6.5,mg
Pata_27541,-1.4,0.056,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,6.55,mg
Pata_27542,-1,0.2,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,6.6,mg
Pata_27543,-1.5,0.125,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,6.62,mg
Pata_27544,-0.3,0.1,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,7.06,mg
Pata_27545,-1.4,0.082,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,7.17,mg
Pata_27546,-1.4,0.078,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,7.19,mg
Pata_27547,-1.4,0.057,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,7.52,mg
Pata_27548,-0.3,0.35,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,8.1,mg
Pata_27549,-0.3,0.32,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,8.3,mg
Pata_27550,-1,0.27,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,8.52,mg
Pata_27551,-1.5,0.165,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,8.71,mg
Pata_27552,-1.4,0.4,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,8.89,mg
Pata_27553,-0.7,0.36,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,9.06,mg
Pata_27554,-1.6,0.58,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,9.4,mg
Pata_27555,-1,0.23,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,9.59,mg
Pata_27556,-1.5,0.135,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,9.73,mg
Pata_27557,-0.7,0.29,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,10.58,mg
Pata_27558,-0.3,0.24,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,11.06,mg
Pata_27559,-1.7,0.19,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,11.84,mg
Pata_27560,-1.5,0.26,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,11.96,mg
Pata_27561,-1,0.45,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,13.07,mg
Pata_27562,-1.6,0.82,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,13.38,mg
Pata_27563,-1.5,0.65,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,14.59,mg
Pata_27564,-1.5,0.416,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,14.61,mg
Pata_27565,-1.6,0.41,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,15.74,mg
Pata_27566,-1.5,0.73,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,16.35,mg
Pata_27567,-1.5,0.87,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,16.53,mg
Pata_27568,-1.4,0.25,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,19.2,mg
Pata_27569,-1.7,0.54,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,19.99,mg
Pata_27570,-1.7,0.85,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,24.29,mg
Pata_27571,-1.5,1.65,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,27.09,mg
Pata_27572,-1.6,0.53,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,27.97,mg
Pata_27573,-1.6,0.79,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,29.16,mg
Pata_27574,-1.5,1.43,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,30.3,mg
Pata_27575,-1.4,0.37,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,30.5,mg
Pata_27576,-1.6,0.84,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,34.47,mg
Pata_27577,-1.7,1.74,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,35.02,mg
Pata_27578,-1.7,1.75,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,36.62,mg
Pata_27579,-1.6,0.46,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,36.97,mg
Pata_27580,-1.6,0.28,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,37.96,mg
Pata_27581,-1.7,1.9,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,38.32,mg
Pata_27582,-1.7,1.73,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,74.96,mg
Pata_27583,-1.6,0.49,excretionRateN,ug N-NH4+ h^-1,Euphausia crystallorophias,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,77.36,mg
Pata_27584,27.2,1.11,excretionRateN,ug N-NH4+ h^-1,Euphausia diomedeae,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,3.27,mg
Pata_27585,27.2,1.26,excretionRateN,ug N-NH4+ h^-1,Euphausia diomedeae,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,5.9,mg
Pata_27586,19.7,0.12,excretionRateN,ug N-NH4+ h^-1,Euphausia krohnii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.274,mg
Pata_27587,19.7,0.13,excretionRateN,ug N-NH4+ h^-1,Euphausia krohnii,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.3,mg
Pata_27588,13,0.35,excretionRateN,ug N-NH4+ h^-1,Euphausia pacifica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.65,mg
Pata_27589,13,0.17,excretionRateN,ug N-NH4+ h^-1,Euphausia pacifica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.94,mg
Pata_27590,13,0.272,excretionRateN,ug N-NH4+ h^-1,Euphausia pacifica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,5.55,mg
Pata_27591,13,0.39,excretionRateN,ug N-NH4+ h^-1,Euphausia pacifica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,6.02,mg
Pata_27592,13,0.407,excretionRateN,ug N-NH4+ h^-1,Euphausia pacifica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,6.31,mg
Pata_27593,13,0.51,excretionRateN,ug N-NH4+ h^-1,Euphausia pacifica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,6.36,mg
Pata_27594,7,0.12,excretionRateN,ug N-NH4+ h^-1,Euphausia pacifica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,7.78,mg
Pata_27595,10.2,0.939,excretionRateN,ug N-NH4+ h^-1,Euphausia pacifica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,8.94,mg
Pata_27596,10.2,0.865,excretionRateN,ug N-NH4+ h^-1,Euphausia pacifica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,13.3,mg
Pata_27597,10.2,0.54,excretionRateN,ug N-NH4+ h^-1,Euphausia pacifica,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,16.6,mg
Pata_27598,-1.3,0.64,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,8.88,mg
Pata_27599,-1.3,0.66,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,10.05,mg
Pata_27600,-1,0.756,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,11.67,mg
Pata_27601,-1.3,0.87,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,12.56,mg
Pata_27602,-1,0.533,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,12.57,mg
Pata_27603,-1,1.02,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,15.93,mg
Pata_27604,-1,1.01,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,16.1,mg
Pata_27605,-1,0.91,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,17.47,mg
Pata_27606,-1,1.04,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,20.24,mg
Pata_27607,-1.9,0.32,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,22.21,mg
Pata_27608,-1,1.53,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,24.86,mg
Pata_27609,-1.6,0.48,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,27.25,mg
Pata_27610,-1.5,0.45,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,28.78,mg
Pata_27611,-1,1.07,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,28.97,mg
Pata_27612,-1.4,0.57,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,30.89,mg
Pata_27613,-1.3,0.46,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,31,mg
Pata_27614,-1.8,0.59,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,31.3,mg
Pata_27615,-1.8,0.61,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,32.87,mg
Pata_27616,-1.5,0.53,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,33.01,mg
Pata_27617,-1.8,0.7,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,33.59,mg
Pata_27618,-1,1.61,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,34.99,mg
Pata_27619,-1.5,0.6,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,35.56,mg
Pata_27620,-1.9,0.94,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,35.95,mg
Pata_27621,-1.6,0.49,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,36.41,mg
Pata_27622,-1.5,0.71,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,38.13,mg
Pata_27623,-1.9,0.58,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,38.13,mg
Pata_27624,-1.4,1.12,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,40.77,mg
Pata_27625,-1.8,0.85,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,41.21,mg
Pata_27626,-1,2.84,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,41.37,mg
Pata_27627,-1.4,0.99,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,43.41,mg
Pata_27628,-1,1.52,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,44.32,mg
Pata_27629,-1,1.92,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,44.36,mg
Pata_27630,-1.3,0.56,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,45.78,mg
Pata_27631,-1,2.41,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,46.71,mg
