ref_no,obsNum,primRef,primRef_URL,secRef,secRef_URL,taxa,class,life_stage,sex,BM_C,weight_unit,locality,lat,lon,source,rate_value,rate_unit,n_indiv,no_groups,n_measurements_sampled,rate_name,data_type,rate_error,rate_error_type,temp_C,weight_calc,depth_m,depth_min,depth_max,food_type,food_conc,food_conc_unit,method,treatment,sourceNotes,verbatimComments,comments
Pata_excl_1127,26,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.04224,mg,NA,NA,NA,literature,0.004866667,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1130,27,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.06938,mg,NA,NA,NA,literature,0.004045833,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1133,28,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.10938,mg,NA,NA,NA,literature,0.0034,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1136,29,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.16724,mg,NA,NA,NA,literature,0.002879167,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1139,30,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.25006,mg,NA,NA,NA,literature,0.002445833,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1142,31,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.36802,mg,NA,NA,NA,literature,0.002083333,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1145,32,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.53634,mg,NA,NA,NA,literature,0.001775,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1148,33,Ikeda1991b,NA,McConville2017,10.1093/plankt/fbw094,Themisto japonica,Malacostraca,NA,NA,0.77804,mg,NA,NA,NA,literature,0.001504167,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1151,1,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,5.5725026181699e-4,mg,NA,NA,NA,literature,0.031144432347541166,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1154,2,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.010427063,mg,NA,NA,NA,literature,0.041017353034407254,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1157,3,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.081966395,mg,NA,NA,NA,literature,0.012646852,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1160,4,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.180765136,mg,NA,NA,NA,literature,0.003582667,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1163,5,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.304397607,mg,NA,NA,NA,literature,0.004245731,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1166,6,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.48258595,mg,NA,NA,NA,literature,0.001237189,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1169,7,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.720722352,mg,NA,NA,NA,literature,0.003762641,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1172,8,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,1.013488482,mg,NA,NA,NA,literature,2.992244451157058e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1175,9,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,4.9481914688367e-5,mg,NA,NA,NA,literature,4.151188744101258e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1178,10,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,7.18280667366351e-5,mg,NA,NA,NA,literature,0.011090175822593876,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1181,11,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,2.9241880595405e-4,mg,NA,NA,NA,literature,0.017426856181297832,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1184,12,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.001730027,mg,NA,NA,NA,literature,0.022659969193037668,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1187,13,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.009642971,mg,NA,NA,NA,literature,0.020346023623693293,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1190,14,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.067262116,mg,NA,NA,NA,literature,0.029601863,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1193,15,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.221982969,mg,NA,NA,NA,literature,0.002511597,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1196,16,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.351845416,mg,NA,NA,NA,literature,0.002841594,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1199,17,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.480379509,mg,NA,NA,NA,literature,0.001161188,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1202,18,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.717148558,mg,NA,NA,NA,literature,0.003075465,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1205,19,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,3.35324080277419e-5,mg,NA,NA,NA,literature,0.009112795,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1208,20,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,1.4493840067387e-4,mg,NA,NA,NA,literature,0.027114284162442878,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1211,21,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.001011139,mg,NA,NA,NA,literature,0.027195309,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1214,22,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.006844103,mg,NA,NA,NA,literature,0.017530706281575877,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1217,23,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.049894547,mg,NA,NA,NA,literature,0.015175522756571582,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1220,24,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.215426439,mg,NA,NA,NA,literature,0.005236488,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1223,25,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.379407497,mg,NA,NA,NA,literature,0.00271121,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1226,26,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.51087809,mg,NA,NA,NA,literature,0.003870626,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1229,27,Reeve1976b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.654012157,mg,NA,NA,NA,literature,5.944062741099833e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1232,28,Hirota1972b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.015343204,mg,NA,NA,NA,literature,0.013580614,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1235,29,Hirota1972b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.142956301,mg,NA,NA,NA,literature,0.009300902,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1238,30,Hirota1972b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.446889941,mg,NA,NA,NA,literature,0.005176113,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1241,31,Hirota1972b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.875242064,mg,NA,NA,NA,literature,0.001699501,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1244,32,Hirota1972b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,1.515020623,mg,NA,NA,NA,literature,0.002059342,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1247,33,Hirota1972b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,2.157564295,mg,NA,NA,NA,literature,0.001021919,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1250,34,Hirota1972b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.033296053,mg,NA,NA,NA,literature,0.004773627,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1253,35,Hirota1972b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.130397116,mg,NA,NA,NA,literature,0.009149112,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1256,36,Hirota1972b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,0.510605712,mg,NA,NA,NA,literature,0.006116091,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1259,37,Hirota1972b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,1.162633895,mg,NA,NA,NA,literature,0.002585212,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1262,38,Hirota1972b,NA,McConville2017,10.1093/plankt/fbw094,Pleurobrachia bachei,Tentaculata,NA,NA,1.656786307,mg,NA,NA,NA,literature,9.90507090474404e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1265,1,Gibson2000,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.005,mg,NA,NA,NA,literature,0.0035252,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No information on length of incubation, can't calculate masses so used starting masses, used Larson 86 cvol value for thaliaceans",NA
Pata_excl_1268,2,Gibson2000,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.015,mg,NA,NA,NA,literature,0.010635793926340916,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No information on length of incubation, can't calculate masses so used starting masses, used Larson 86 cvol value for thaliaceans",NA
Pata_excl_1271,3,Gibson2000,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.035,mg,NA,NA,NA,literature,0.012389028739807377,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No information on length of incubation, can't calculate masses so used starting masses, used Larson 86 cvol value for thaliaceans",NA
Pata_excl_1274,4,Gibson2000,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.005,mg,NA,NA,NA,literature,0.02908878,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No information on length of incubation, can't calculate masses so used starting masses, used Larson 86 cvol value for thaliaceans",NA
Pata_excl_1277,5,Gibson2000,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.015,mg,NA,NA,NA,literature,0.02129663,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No information on length of incubation, can't calculate masses so used starting masses, used Larson 86 cvol value for thaliaceans",NA
Pata_excl_1280,6,Gibson2000,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.035,mg,NA,NA,NA,literature,0.013796684469021958,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No information on length of incubation, can't calculate masses so used starting masses, used Larson 86 cvol value for thaliaceans",NA
Pata_excl_1283,7,Gibson2000,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.005,mg,NA,NA,NA,literature,0.02328793,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No information on length of incubation, can't calculate masses so used starting masses, used Larson 86 cvol value for thaliaceans",NA
Pata_excl_1286,8,Gibson2000,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.015,mg,NA,NA,NA,literature,0.020269231,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No information on length of incubation, can't calculate masses so used starting masses, used Larson 86 cvol value for thaliaceans",NA
Pata_excl_1289,9,Gibson2000,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.035,mg,NA,NA,NA,literature,0.011308258521452834,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No information on length of incubation, can't calculate masses so used starting masses, used Larson 86 cvol value for thaliaceans",NA
Pata_excl_1292,10,Gibson2000,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.005,mg,NA,NA,NA,literature,0.028683993416209166,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No information on length of incubation, can't calculate masses so used starting masses, used Larson 86 cvol value for thaliaceans",NA
Pata_excl_1295,11,Gibson2000,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.015,mg,NA,NA,NA,literature,0.024981204741195376,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No information on length of incubation, can't calculate masses so used starting masses, used Larson 86 cvol value for thaliaceans",NA
Pata_excl_1298,12,Gibson2000,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.035,mg,NA,NA,NA,literature,0.019528218321063332,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No information on length of incubation, can't calculate masses so used starting masses, used Larson 86 cvol value for thaliaceans",NA
Pata_excl_1301,13,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.003517146,mg,NA,NA,NA,literature,0.00377094,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used cvol value for thaliaceans from Larson 86 as could not find reliable doliolid value,NA
Pata_excl_1304,14,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.003833754,mg,NA,NA,NA,literature,0.003411946,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used cvol value for thaliaceans from Larson 86 as could not find reliable doliolid value,NA
Pata_excl_1307,15,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.004448749,mg,NA,NA,NA,literature,0.008986267,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used cvol value for thaliaceans from Larson 86 as could not find reliable doliolid value,NA
Pata_excl_1310,16,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.005591488,mg,NA,NA,NA,literature,0.010065601384354958,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used cvol value for thaliaceans from Larson 86 as could not find reliable doliolid value,NA
Pata_excl_1313,17,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.006877697,mg,NA,NA,NA,literature,0.007187597,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used cvol value for thaliaceans from Larson 86 as could not find reliable doliolid value,NA
Pata_excl_1316,18,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.008314976,mg,NA,NA,NA,literature,0.008626935,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used cvol value for thaliaceans from Larson 86 as could not find reliable doliolid value,NA
Pata_excl_1319,19,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.01018362,mg,NA,NA,NA,literature,0.008266594,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used cvol value for thaliaceans from Larson 86 as could not find reliable doliolid value,NA
Pata_excl_1322,20,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.012472159,mg,NA,NA,NA,literature,0.008626596,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used cvol value for thaliaceans from Larson 86 as could not find reliable doliolid value,NA
Pata_excl_1325,21,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.016792194,mg,NA,NA,NA,literature,0.003231602,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used cvol value for thaliaceans from Larson 86 as could not find reliable doliolid value,NA
Pata_excl_1328,22,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Dolioletta gegenbauri,Thaliacea,NA,NA,0.021467486,mg,NA,NA,NA,literature,0.004310768,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used cvol value for thaliaceans from Larson 86 as could not find reliable doliolid value,NA
Pata_excl_1331,1,Arai1980b,NA,McConville2017,10.1093/plankt/fbw094,Aequorea victoria,Hydrozoa,NA,NA,1.383626732,mg,NA,NA,NA,literature,0.004519505,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Composition (AFDW =23%DW Larson 1986, CW=16% DW Kiorboe 2013)",NA
Pata_excl_1334,2,Arai1980b,NA,McConville2017,10.1093/plankt/fbw094,Aequorea victoria,Hydrozoa,NA,NA,2.808514783,mg,NA,NA,NA,literature,0.003908443,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1337,3,Arai1980b,NA,McConville2017,10.1093/plankt/fbw094,Aequorea victoria,Hydrozoa,NA,NA,5.57674491,mg,NA,NA,NA,literature,0.004257622,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1340,4,Arai1980b,NA,McConville2017,10.1093/plankt/fbw094,Aequorea victoria,Hydrozoa,NA,NA,10.44150505,mg,NA,NA,NA,literature,0.003208848,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1343,5,Arai1980b,NA,McConville2017,10.1093/plankt/fbw094,Aequorea victoria,Hydrozoa,NA,NA,16.6373785,mg,NA,NA,NA,literature,0.002337142,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1346,6,Arai1980b,NA,McConville2017,10.1093/plankt/fbw094,Aequorea victoria,Hydrozoa,NA,NA,23.92712332,mg,NA,NA,NA,literature,0.001988582,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1349,7,Arai1980b,NA,McConville2017,10.1093/plankt/fbw094,Aequorea victoria,Hydrozoa,NA,NA,30.37478554,mg,NA,NA,NA,literature,8.518958759732375e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1352,8,Arai1980b,NA,McConville2017,10.1093/plankt/fbw094,Aequorea victoria,Hydrozoa,NA,NA,33.79022715,mg,NA,NA,NA,literature,4.166610520929179e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1355,1,Moller2007,NA,McConville2017,10.1093/plankt/fbw094,Aequorea vitrina,Hydrozoa,NA,NA,0.16775086,mg,NA,NA,NA,literature,0.007058823,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1358,2,Moller2007,NA,McConville2017,10.1093/plankt/fbw094,Aequorea vitrina,Hydrozoa,NA,NA,0.796816573,mg,NA,NA,NA,literature,0.004142157,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
